1,BFVSoEz,880.03,  0.00,3.4,34.9, 7021,  125
2,YouAreMySaber,824.06,  0.00,3.5,29.3, 6123,  475
3,A-LiuCheNGJiN,805.54,  0.91,3.0,40.7, 7326,  336
4,RUNnnn1,766.63,  1.53,2.9,83.9,14744,  195
5,_9GZIB,713.02, 13.94,2.4,67.4, 9559,  947
6,MistyLov3,709.98,  0.00,2.7,18.1, 2931, 1018
7,501Deer_Kobe,703.05,  0.00,2.7,21.2, 3482,  780
8,Osmanthu_love_r,699.61,  0.00,2.6,26.6, 4141,  167
9,StayMeWithYou,692.39,  0.00,2.8,26.2, 4336,  225
10,Melan_-v-,683.48,  0.00,3.6,16.1, 3495,  124
11,Strayerhunter,670.86, 19.88,3.5,14.6, 3090,  134
12,Burn1ngMaster,639.17,  5.84,2.8,22.2, 3732,  170
13,JuanJuan312,618.95, 14.82,2.8,18.2, 3045,   89
14,Aox1myy,610.11,  0.00,4.1,9.9, 2448,  113
15,OP_Killer_Cold,606.55, 12.59,2.6,18.9, 2908,  197
16,LittleRedBull,600.80,  4.83,2.1,39.2, 4950,  300
17,-4yumu-v-,597.56, 18.69,3.0,13.3, 2435,  128
18,-KyAxy-,596.37,  0.00,2.7,18.0, 2934,  109
19,J0ngleuR,582.02,  0.00,2.1,21.4, 2733,  744
20,-ShyyyyyyyV-_,578.98,  0.00,2.6,18.7, 2871,  166
21,DouYin-RUNnnn1,569.76,  0.00,3.2,11.0, 2134,   63
22,Re0naRose,567.35, 17.32,1.9,30.3, 3452,  577
23,-XiuChuanV-,546.91,  0.00,1.9,32.1, 3630,  164
24,indulgere,542.94,  0.00,2.9,11.5, 1985,   74
25,BluemeIancholy,540.27, 20.98,2.0,21.9, 2663,   70
26,Kagam1gawaNoelle,539.59,  0.00,3.2,9.6, 1809,  126
27,DouYin-YLGFPS,530.03,  1.69,2.9,11.8, 2028,  120
28,HailToTheThief,528.88,  0.41,2.1,28.5, 3546,  265
29,501Deer_Cluo,522.97,  0.00,2.2,13.9, 1802,  194
30,MateTea_Aires,519.51,  0.00,2.0,15.8, 1910,  194
31,-DesMoineZ_-,517.15,  0.00,2.9,8.8, 1558,   49
32,Fritz_fu,517.12,  0.00,2.4,12.1, 1710,   79
33,AGloomyMusician,498.92, -1.19,2.1,13.1, 1684,  175
34,FastLetMeSeeSee,489.94,  0.00,2.1,12.0, 1534,   82
35,0Lao-Wang,488.96, 50.64,2.7,8.6, 1366,   34
36,Cuendillar349,485.62, 33.53,1.6,30.1, 2866,  250
37,BK0717_OW,482.28,  0.00,2.6,10.3, 1596,   39
38,Hypn051s,479.96,  3.02,1.7,45.9, 4591,  288
39,SinoharaAkari,478.83,  3.74,1.8,36.9, 4072,  206
40,DouYin_YL666,471.15,  0.00,2.4,9.9, 1441,   41
41,501deer_DaoGe,467.62,  0.00,1.9,13.3, 1558,   75
42,PaSanBBB,467.61,  0.00,2.1,12.8, 1634,   71
43,KingoFThekiIIer,467.21,  0.00,2.4,9.7, 1382,  203
44,RC390,466.94,  0.00,2.8,8.9, 1497,   69
45,Nan_Shan_Wind,462.95,  0.00,1.7,19.1, 1964,   81
46,lqOpOqOpOql,461.31, -4.60,1.4,30.5, 2527,   12
47,501Deer_NeiMaer,460.54,  0.00,1.7,26.3, 2733,  131
48,Memoryof,459.53,  0.00,1.7,16.0, 1636,  303
49,Flusha_Himself,459.16, 13.85,3.4,5.9, 1210,   37
50,NBHHKBNextJS-tsx,457.02,  0.00,2.7,7.3, 1164,   82
51,AAAAAAKail-,446.95,  0.00,2.3,7.7, 1077,   55
52,Nananaaaami,440.92, 26.02,2.4,7.2, 1050,   24
53,cunkuan17kuai,437.71,  0.00,2.4,8.1, 1183,   29
54,-Pr1_SZNZZTE,428.95, 14.01,2.2,9.9, 1281,   24
55,NanamiKento777,428.63,  0.00,2.7,7.5, 1188,   59
56,Tiasama,426.72,  0.00,2.5,6.6,  991,   13
57,Waitzstorm,426.03, 20.89,2.2,9.1, 1199,   31
58,-DIdyouhaveFUN-,425.50,  0.00,2.3,10.1, 1403,   29
59,WI1lYouWa1tForme,424.78, 43.08,2.5,7.0, 1060,   68
60,phhql,424.41,  9.14,1.4,37.3, 3149,  139
61,YvX1a,420.12,  0.38,2.3,10.5, 1422,   24
62,YouAreMyTianTian,419.23,  0.00,2.0,10.0, 1227,   38
63,FullOfSizzurp,418.62,  2.09,1.5,16.2, 1445,  235
64,Locodocoooo,416.91,  0.00,2.3,7.9, 1074,   34
65,ONEpunchthx,416.05,  0.00,1.9,10.8, 1246,   54
66,LlQUNFPS,415.83,  0.00,3.0,5.4,  986,   10
67,Plz_Be_qu1et,410.76,  0.00,2.6,6.6, 1034,   74
68,Eva-YBM-SSVT,407.91,  0.00,2.5,6.7,  990,   33
69,A-LiuCheNGBeTA,407.28,  0.00,2.4,7.2, 1027,   24
70,revenzhao419,406.72,  0.00,1.6,17.0, 1616,  125
71,whatupayin4,406.04,  6.10,1.9,10.7, 1220,   96
72,wobushlguashen,404.70,  0.00,2.9,5.4,  960,   12
73,2002thinking,404.08, 24.67,2.2,8.3, 1077,   41
74,Top_Yuuu,396.62,  0.00,1.9,9.8, 1132,   45
75,Aimlose-R_Mikou,392.89,  0.00,2.4,7.5, 1066,   27
76,Aliceandkeyowo,391.85,  0.00,2.5,6.2,  955,   21
77,nikitamazespin,390.03,  0.00,3.0,5.0,  920,    9
78,Otah_123,388.53,  0.00,2.6,6.6, 1024,   92
79,Darg0nL0rd,386.56,  0.00,2.3,7.5, 1028,   75
80,Misaki_Seezi,385.62, 16.30,3.2,4.8,  917,   32
81,baizhili333,382.13,  4.26,1.4,13.4, 1096,   32
82,777Pro,377.63,  5.07,1.2,29.5, 2036,  114
83,JeanBartQAQ,377.60,  0.00,1.4,16.3, 1365,  103
